Unnamed: 0,Age,Sex,Job,Saving_accounts,Checking_account,Credit_amount,Duration,Credit_per_Duration,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit_Amount_Bin,Credit_Duration_Product,Age_Group_Label
830,44,1,1,2,3,2375,24,98.95833333333331,True,False,False,False,False,False,False,False,False,2,57000,1
319,27,0,1,0,0,3643,15,242.86666666666667,True,False,False,False,False,True,False,False,False,2,54645,0
260,27,1,1,0,0,1657,12,138.08333333333334,True,False,False,False,False,True,False,False,False,1,19884,0
0,67,1,1,4,0,1169,6,194.83333333333331,True,False,False,False,False,False,True,False,False,1,7014,2
988,29,1,1,0,0,6579,24,274.125,False,False,True,False,False,False,False,False,False,0,157896,0
523,23,0,1,1,3,3488,24,145.33333333333334,True,False,True,False,False,False,False,False,False,2,83712,3
862,35,0,1,0,0,2439,24,101.625,True,False,False,False,False,False,True,False,False,2,58536,0
434,25,1,1,0,0,2136,9,237.33333333333331,True,False,False,False,False,True,False,False,False,2,19224,0
589,60,1,1,0,0,2246,12,187.16666666666663,True,False,False,False,False,True,False,False,False,2,26952,2
142,27,1,1,0,0,3416,27,126.51851851851852,True,False,False,False,False,False,True,False,False,2,92232,0
308,24,0,1,0,1,1237,8,154.625,True,False,False,False,False,True,False,False,False,1,9896,3
765,40,1,1,0,1,1155,12,96.25,True,False,False,False,False,False,True,False,False,1,13860,1
131,29,1,1,0,0,6887,36,191.30555555555557,True,False,False,False,True,False,False,False,False,0,247932,0
518,43,1,1,1,0,1203,6,200.5,True,False,True,False,False,False,False,False,False,1,7218,1
250,39,0,1,3,0,666,6,111.0,True,False,True,False,False,False,False,False,False,1,3996,0
689,31,1,1,3,0,3651,12,304.25,True,False,True,False,False,False,False,False,False,2,43812,0
977,42,1,1,4,1,2427,18,134.83333333333334,True,False,False,False,False,False,False,False,False,2,43686,1
63,25,1,1,0,1,14421,48,300.4375,True,False,False,False,False,False,False,False,False,3,692208,0
571,38,1,1,0,3,5954,30,198.46666666666667,True,False,False,False,False,False,True,False,False,0,178620,0
303,49,1,1,0,0,1038,10,103.8,True,False,True,False,False,False,False,False,False,1,10380,1
349,32,1,1,3,1,1136,9,126.22222222222224,False,False,False,False,True,False,False,False,False,1,10224,0
670,27,1,1,1,3,4139,24,172.45833333333334,True,False,False,False,False,False,False,False,False,2,99336,0
161,30,0,1,0,3,1055,18,58.61111111111112,True,False,True,False,False,False,False,False,False,1,18990,0
701,46,1,1,0,0,6331,48,131.89583333333334,False,False,True,False,False,False,False,False,False,0,303888,1
759,35,1,1,0,0,691,12,57.583333333333336,True,False,True,False,False,False,False,False,False,1,8292,0
907,27,1,1,4,1,3711,36,103.08333333333331,True,False,False,False,True,False,False,False,False,2,133596,0
835,48,1,1,0,0,1082,12,90.16666666666669,True,False,True,False,False,False,False,False,False,1,12984,1
408,26,1,1,2,3,3235,24,134.79166666666666,True,False,False,False,False,False,True,False,False,2,77640,0
295,26,0,1,0,1,9960,48,207.5,True,False,False,False,False,True,False,False,False,0,478080,0
690,25,1,1,0,0,975,15,65.0,True,False,False,False,False,True,False,False,False,1,14625,0
338,28,1,1,0,0,4169,24,173.70833333333334,True,False,False,False,False,True,False,False,False,2,100056,0
464,34,1,1,0,3,1950,18,108.33333333333331,True,False,False,False,False,False,False,False,False,1,35100,0
341,26,0,1,0,0,3599,21,171.38095238095238,False,True,False,False,False,True,False,False,False,2,75579,0
392,39,1,1,0,0,3249,36,90.25,False,False,True,False,False,False,False,False,False,2,116964,0
50,29,1,1,4,1,2333,24,97.20833333333331,True,False,False,False,False,True,False,False,False,2,55992,0
387,40,1,1,0,1,7374,18,409.6666666666667,True,False,False,False,False,True,False,False,False,0,132732,1
410,20,0,1,0,1,1967,24,81.95833333333333,True,False,False,False,False,False,True,False,False,1,47208,3
525,30,1,1,0,1,7966,26,306.38461538461536,True,False,True,False,False,False,False,False,False,0,207116,0
638,34,0,1,0,3,1493,12,124.41666666666669,True,False,False,False,False,False,True,False,False,1,17916,0
287,31,1,1,1,1,7582,48,157.95833333333334,False,False,False,False,False,False,False,False,True,0,363936,0
216,31,1,1,0,0,3104,18,172.44444444444446,True,False,False,False,False,False,False,False,False,2,55872,0
999,27,1,1,1,1,4576,45,101.68888888888888,True,False,True,False,False,False,False,False,False,2,205920,0
826,33,0,1,0,0,3966,18,220.33333333333331,False,True,True,False,False,False,False,False,False,2,71388,0
122,24,1,1,0,3,1768,12,147.33333333333334,False,True,False,False,False,True,False,False,False,1,21216,3
973,36,1,1,0,0,7297,60,121.61666666666666,False,True,False,False,False,False,False,False,False,0,437820,0
66,29,0,1,0,3,2171,12,180.91666666666663,True,False,False,False,False,False,True,False,False,2,26052,0
728,59,0,1,0,1,6416,48,133.66666666666666,False,True,False,False,False,False,False,False,False,0,307968,1
289,48,1,1,0,0,1024,24,42.66666666666666,True,False,False,False,False,False,True,False,False,1,24576,1
793,51,1,1,0,2,2892,24,120.5,False,False,False,False,False,True,False,False,False,2,69408,1
114,35,1,1,2,0,1680,12,140.0,True,False,False,False,False,False,True,False,False,1,20160,0
486,52,1,1,0,3,3077,12,256.4166666666667,True,False,False,False,False,False,True,False,False,2,36924,1
537,37,0,1,0,1,3612,18,200.66666666666663,True,False,False,False,False,True,False,False,False,2,65016,0
741,23,1,1,0,1,1048,10,104.8,True,False,False,False,False,False,True,False,False,1,10480,3
335,44,1,1,0,0,3384,6,564.0,False,True,False,False,False,True,False,False,False,2,20304,1
376,34,1,1,0,3,2320,18,128.88888888888889,True,False,False,False,False,False,True,False,False,2,41760,0
964,22,1,1,0,1,454,6,75.66666666666667,True,False,False,False,False,False,False,True,False,1,2724,3
166,33,0,1,0,0,1131,18,62.833333333333336,True,False,False,False,False,True,False,False,False,1,20358,0
140,27,1,0,3,2,709,6,118.16666666666669,True,False,True,False,False,False,False,False,False,1,4254,0
778,38,1,1,3,3,5711,36,158.63888888888889,True,False,True,False,False,False,False,False,False,0,205596,0
56,52,1,1,4,1,6468,12,539.0,True,False,False,False,False,False,True,False,False,0,77616,1
391,19,0,1,3,1,983,12,81.91666666666667,False,True,False,False,False,True,False,False,False,1,11796,3
944,46,0,1,0,0,1845,15,123.0,False,True,False,False,False,True,False,False,False,1,27675,1
158,38,1,1,1,1,3512,24,146.33333333333334,True,False,True,False,False,False,False,False,False,2,84288,0
515,37,0,1,0,0,609,6,101.5,True,False,True,False,False,False,False,False,False,1,3654,0
438,65,1,0,0,0,3394,42,80.80952380952381,True,False,False,False,False,False,False,True,False,2,142548,2
621,32,1,1,0,3,1530,18,85.0,True,False,True,False,False,False,False,False,False,1,27540,0
351,29,0,1,0,1,959,9,106.55555555555556,True,False,False,False,False,True,False,False,False,1,8631,0
21,44,1,1,2,0,2647,6,441.1666666666667,False,True,False,False,False,False,True,False,False,2,15882,1
804,24,0,0,4,1,7472,12,622.6666666666666,False,True,True,False,False,False,False,False,False,0,89664,3
782,31,1,1,0,1,1410,12,117.5,True,False,False,False,True,False,False,False,False,1,16920,0
899,42,1,1,0,0,4153,18,230.72222222222223,True,False,False,False,False,True,False,False,False,2,74754,1
447,35,1,1,0,1,2576,7,368.0,True,False,False,False,False,False,True,False,False,2,18032,0
637,21,1,1,0,3,15653,60,260.8833333333333,True,False,False,False,False,False,True,False,False,3,939180,3
42,44,1,1,0,1,6204,18,344.6666666666667,True,False,False,False,False,False,False,True,False,0,111672,1
193,29,1,1,0,3,2108,6,351.3333333333333,False,True,False,False,False,False,True,False,False,2,12648,0
268,45,1,1,0,0,8978,14,641.2857142857143,True,False,True,False,False,False,False,False,False,0,125692,1
960,30,1,1,0,3,1740,6,290.0,False,True,False,False,False,False,True,False,False,1,10440,0
755,32,0,1,4,0,1285,24,53.54166666666666,False,True,True,False,False,False,False,False,False,1,30840,0
745,28,1,1,0,0,1797,13,138.23076923076923,True,False,False,False,False,False,False,False,False,1,23361,0
906,24,1,1,4,0,3763,21,179.1904761904762,True,False,True,False,False,False,False,False,False,2,79023,3
171,26,0,1,0,3,763,12,63.583333333333336,True,False,False,False,False,True,False,False,False,1,9156,0
317,48,0,1,4,1,4351,24,181.29166666666663,True,False,False,False,False,True,False,False,False,2,104424,1
598,31,1,1,0,3,2775,18,154.16666666666666,True,False,True,False,False,False,False,False,False,2,49950,0
19,31,1,1,2,3,3430,24,142.91666666666666,True,False,False,False,False,False,True,False,False,2,82320,0
143,22,1,1,0,0,2462,18,136.77777777777777,True,False,False,False,False,True,False,False,False,2,44316,3
354,46,1,1,2,3,727,10,72.7,False,False,False,False,True,False,False,False,False,1,7270,1
280,23,1,1,3,3,3368,15,224.53333333333333,False,True,True,False,False,False,False,False,False,2,50520,3
655,22,1,1,0,0,3973,14,283.7857142857143,False,False,True,False,False,False,False,False,False,2,55622,3
961,47,1,1,0,1,2353,21,112.04761904761904,True,False,True,False,False,False,False,False,False,2,49413,1
208,21,1,1,0,0,6568,24,273.6666666666667,True,False,False,False,False,False,False,False,False,0,157632,3
130,24,0,1,4,1,8487,48,176.8125,True,False,True,False,False,False,False,False,False,0,407376,3
612,29,0,1,3,0,3357,21,159.85714285714286,True,False,False,False,False,False,True,False,False,2,70497,0
198,36,1,1,4,1,2760,24,115.0,False,False,True,False,False,False,False,False,False,2,66240,0
332,24,0,1,1,1,7408,60,123.46666666666668,True,False,True,False,False,False,False,False,False,0,444480,3
751,23,0,1,0,0,976,18,54.22222222222222,True,False,True,False,False,False,False,False,False,1,17568,3
705,35,0,1,2,3,5324,15,354.93333333333334,False,False,True,False,False,False,False,False,False,0,79860,0
719,31,1,1,1,1,6148,20,307.4,True,False,True,False,False,False,False,False,False,0,122960,0
680,56,0,1,0,3,1538,6,256.3333333333333,True,False,False,False,True,False,False,False,False,1,9228,1
660,23,1,1,0,2,1297,12,108.08333333333331,False,True,False,False,False,False,True,False,False,1,15564,3
567,34,1,1,3,3,2578,24,107.41666666666669,True,False,False,False,False,False,True,False,False,2,61872,0
982,28,0,1,1,2,2923,21,139.1904761904762,True,False,True,False,False,False,False,False,False,2,61383,0
49,28,0,1,1,3,2073,12,172.75,True,False,False,False,False,False,True,False,False,2,24876,0
905,20,1,1,0,0,1107,12,92.25,False,True,False,False,False,False,True,False,False,1,13284,3
174,26,1,1,0,0,3414,21,162.57142857142858,True,False,False,False,True,False,False,False,False,2,71694,0
817,24,0,1,0,3,1554,6,259.0,False,True,False,False,False,False,True,False,False,1,9324,3
189,33,0,1,0,1,3244,18,180.22222222222223,True,False,False,False,False,True,False,False,False,2,58392,0
18,44,0,1,0,1,12579,24,524.125,False,False,True,False,False,False,False,False,False,3,301896,1
561,24,1,1,0,0,1546,24,64.41666666666667,False,True,False,False,False,False,True,False,False,1,37104,3
52,25,1,1,0,3,1262,12,105.16666666666669,True,False,False,False,False,False,True,False,False,1,15144,0
969,40,1,1,0,0,3939,11,358.09090909090907,True,False,True,False,False,False,False,False,False,2,43329,1
831,23,0,1,0,0,1216,18,67.55555555555556,False,True,True,False,False,False,False,False,False,1,21888,3
565,23,0,1,1,1,1553,24,64.70833333333333,False,True,False,False,False,False,True,False,False,1,37272,3
682,33,1,1,0,3,1478,15,98.53333333333332,True,False,False,False,False,False,True,False,False,1,22170,0
526,31,0,1,1,3,1532,15,102.13333333333334,True,False,False,False,True,False,False,False,False,1,22980,0
313,25,1,1,0,1,685,12,57.083333333333336,True,False,True,False,False,False,False,False,False,1,8220,0
652,45,1,1,0,0,2303,24,95.95833333333331,True,False,True,False,False,False,False,False,False,2,55272,1
247,35,1,1,1,3,1204,6,200.66666666666663,False,True,True,False,False,False,False,False,False,1,7224,0
29,63,1,1,0,0,6836,60,113.93333333333334,True,False,False,False,False,False,False,False,False,0,410160,2
774,66,1,0,2,2,1480,12,123.33333333333331,False,False,True,False,False,False,False,False,False,1,17760,2
480,23,0,1,0,1,3573,12,297.75,True,False,False,False,False,False,True,False,False,2,42876,3
948,43,1,1,0,3,1533,18,85.16666666666667,True,False,False,False,False,True,False,False,False,1,27594,1
402,27,1,1,0,3,8648,24,360.3333333333333,True,False,False,False,False,False,False,False,False,0,207552,0
251,46,0,1,0,2,2251,12,187.58333333333331,True,False,False,False,False,True,False,False,False,2,27012,1
41,26,1,1,2,1,1158,12,96.5,True,False,False,False,False,False,True,False,False,1,13896,0
963,35,1,1,2,3,2397,24,99.875,True,False,False,False,False,False,True,False,False,2,57528,0
413,40,1,1,2,3,1597,10,159.7,False,True,True,False,False,False,False,False,False,1,15970,1
513,20,1,1,0,1,585,12,48.75,False,True,False,False,False,False,True,False,False,1,7020,3
965,26,0,1,4,1,1715,30,57.16666666666666,True,False,False,False,False,False,True,False,False,1,51450,0
841,28,1,1,0,3,2993,21,142.52380952380952,True,False,True,False,False,False,False,False,False,2,62853,0
721,24,0,1,3,1,433,6,72.16666666666667,False,True,False,False,True,False,False,False,False,1,2598,3
215,39,0,1,4,1,932,6,155.33333333333334,True,False,False,False,True,False,False,False,False,1,5592,0
843,50,1,1,0,3,1559,24,64.95833333333333,True,False,False,False,False,False,False,False,False,1,37416,1
925,46,1,1,0,0,697,12,58.083333333333336,True,False,True,False,False,False,False,False,False,1,8364,1
552,34,1,1,0,0,6999,48,145.8125,True,False,False,False,False,False,True,False,False,0,335952,0
980,49,1,1,0,1,8386,30,279.53333333333336,True,False,False,False,False,True,False,False,False,0,251580,1
880,38,1,1,0,3,7814,24,325.5833333333333,True,False,True,False,False,False,False,False,False,0,187536,0
636,28,0,1,2,3,1376,24,57.333333333333336,True,False,False,False,False,False,True,False,False,1,33024,0
966,23,1,1,2,1,2520,27,93.33333333333331,True,False,False,False,False,False,True,False,False,2,68040,3
180,28,1,1,0,3,9572,36,265.8888888888889,True,False,False,False,False,False,False,False,False,0,344592,0
697,38,0,0,0,3,926,12,77.16666666666667,True,False,True,False,False,False,False,False,False,1,11112,0
169,31,1,1,0,1,1935,24,80.625,True,False,False,False,False,False,False,False,False,1,46440,0
676,33,1,1,0,3,5150,24,214.58333333333331,True,False,False,False,False,True,False,False,False,0,123600,0
696,29,1,1,0,1,1103,12,91.91666666666669,True,False,False,False,False,False,True,False,False,1,13236,0
795,22,0,1,1,3,2301,9,255.66666666666663,False,True,False,False,False,True,False,False,False,2,20709,3
126,40,1,1,0,0,701,12,58.41666666666666,True,False,False,False,False,False,True,False,False,1,8412,1
248,26,1,1,0,2,1925,24,80.20833333333333,True,False,False,False,False,True,False,False,False,1,46200,0
772,36,1,1,0,3,3275,21,155.95238095238096,True,False,True,False,False,False,False,False,False,2,68775,0
118,23,0,1,2,0,4281,33,129.72727272727272,True,False,False,False,False,True,False,False,False,2,141273,3
462,34,0,1,0,1,3017,12,251.41666666666663,False,True,False,False,False,True,False,False,False,2,36204,0
460,37,1,1,0,0,3620,36,100.55555555555556,True,False,False,False,False,True,False,False,False,2,130320,0
643,33,1,1,0,3,1851,24,77.125,True,False,False,False,False,False,True,False,False,1,44424,0
134,21,0,1,1,3,10144,60,169.06666666666666,True,False,False,False,False,False,True,False,False,3,608640,3
59,23,0,1,0,0,6229,36,173.02777777777777,False,True,False,False,False,True,False,False,False,0,224244,3
168,25,0,1,0,3,3972,24,165.5,False,True,False,False,False,True,False,False,False,2,95328,0
442,29,1,1,0,1,2629,20,131.45,True,False,False,False,False,False,False,False,True,2,52580,0
941,31,1,1,0,3,1546,10,154.6,True,False,True,False,False,False,False,False,False,1,15460,0
229,22,1,1,0,0,3149,24,131.20833333333334,False,False,False,False,False,True,False,False,False,2,75576,3
834,25,0,1,0,2,2327,15,155.13333333333333,True,False,False,False,False,False,True,False,False,2,34905,0
753,25,0,1,0,3,5771,30,192.36666666666667,True,False,False,False,False,False,True,False,False,0,173130,0
9,28,1,1,0,1,5234,30,174.46666666666667,True,False,True,False,False,False,False,False,False,0,157020,0
801,48,0,1,0,1,1795,18,99.72222222222224,False,True,False,False,False,False,True,False,False,1,32310,1
40,30,1,1,2,3,2333,30,77.76666666666667,True,False,False,False,False,False,True,False,False,2,69990,0
495,20,1,1,4,0,2996,24,124.83333333333331,True,False,False,False,False,True,False,False,False,2,71904,3
278,32,0,1,0,3,4611,6,768.5,True,False,False,False,False,True,False,False,False,2,27666,0
334,23,1,1,0,0,4110,24,171.25,False,True,False,False,False,True,False,False,False,2,98640,3
737,35,1,1,1,0,4380,18,243.33333333333331,True,False,True,False,False,False,False,False,False,2,78840,0
627,29,1,1,1,1,1437,9,159.66666666666666,True,False,True,False,False,False,False,False,False,1,12933,0
683,47,1,1,0,3,5103,24,212.625,False,False,False,False,False,False,True,False,False,0,122472,1
827,36,1,1,0,3,4165,18,231.38888888888889,True,False,False,False,False,False,False,False,False,2,74970,0
713,25,1,1,0,0,1138,9,126.44444444444444,True,False,False,False,False,False,True,False,False,1,10242,0
288,49,0,1,0,1,1092,12,91.0,True,False,False,False,False,False,True,False,False,1,13104,1
669,47,1,1,0,2,3017,30,100.56666666666666,True,False,False,False,False,False,True,False,False,2,90510,1
328,31,1,1,0,2,4473,36,124.25,True,False,False,False,False,False,True,False,False,2,161028,0
455,29,0,1,0,3,2679,24,111.625,True,False,True,False,False,False,False,False,False,2,64296,0
167,20,0,1,3,1,1577,11,143.36363636363637,True,False,False,False,False,True,False,False,False,1,17347,3
780,25,1,1,0,1,4933,39,126.48717948717947,True,False,False,False,False,False,True,False,False,2,192387,0
878,27,1,1,0,0,1422,9,158.0,False,False,True,False,False,False,False,False,False,1,12798,0
603,28,0,1,0,3,3349,36,93.02777777777776,True,False,False,False,False,True,False,False,False,2,120564,0
535,33,1,1,0,2,2319,21,110.42857142857144,False,True,False,False,True,False,False,False,False,2,48699,0
164,36,1,1,2,3,909,36,25.25,True,False,True,False,False,False,False,False,False,1,32724,0
163,70,1,1,0,1,7308,10,730.8,False,False,True,False,False,False,False,False,False,0,73080,2
714,27,1,1,0,1,14027,60,233.78333333333333,True,False,True,False,False,False,False,False,False,3,841620,0
924,55,1,1,0,0,6872,24,286.3333333333333,True,False,False,False,False,True,False,False,False,0,164928,1
731,21,1,1,0,0,1987,24,82.79166666666667,False,True,False,False,False,False,True,False,False,1,47688,3
385,25,0,1,0,3,2238,18,124.33333333333331,True,False,False,False,False,False,True,False,False,2,40284,0
507,34,1,1,1,1,6850,15,456.6666666666667,True,False,True,False,False,False,False,False,False,0,102750,0
358,28,1,1,0,3,776,12,64.66666666666667,True,False,False,False,False,False,True,False,False,1,9312,0
204,38,1,1,0,3,1495,12,124.58333333333331,True,False,True,False,False,False,False,False,False,1,17940,0
139,44,0,1,0,2,1881,12,156.75,False,True,False,False,False,False,True,False,False,1,22572,1
842,23,0,1,0,3,1943,18,107.94444444444444,True,False,False,False,False,False,False,True,False,1,34974,3
667,27,0,1,0,3,3609,48,75.1875,True,False,False,False,False,False,False,False,False,2,173232,0
160,36,1,1,1,3,2872,24,119.66666666666669,True,False,False,False,False,False,True,False,False,2,68928,0
997,38,1,1,0,3,804,12,67.0,True,False,False,False,False,False,True,False,False,1,9648,0
218,24,1,1,0,0,3021,24,125.875,False,True,False,False,False,True,False,False,False,2,72504,3
668,43,1,1,0,0,4843,12,403.5833333333333,False,True,True,False,False,False,False,False,False,2,58116,1
309,22,1,1,0,1,276,9,30.666666666666668,False,True,True,False,False,False,False,False,False,1,2484,3
323,28,1,1,3,0,2659,18,147.72222222222223,True,False,False,False,False,True,False,False,False,2,47862,0
439,26,0,0,0,2,609,12,50.75,True,False,False,False,False,False,False,False,False,1,7308,0
138,35,1,1,4,1,2728,15,181.86666666666667,True,False,False,False,False,False,True,False,False,2,40920,0
201,27,1,1,0,0,1168,12,97.33333333333331,True,False,True,False,False,False,False,False,False,1,14016,0
224,30,1,1,0,3,4657,15,310.46666666666664,True,False,True,False,False,False,False,False,False,2,69855,0
481,26,1,1,0,1,1201,24,50.04166666666666,True,False,True,False,False,False,False,False,False,1,28824,0
271,37,0,1,2,3,1402,12,116.83333333333331,False,True,False,False,False,True,False,False,False,1,16824,0
456,36,1,1,0,0,3905,11,355.0,False,True,True,False,False,False,False,False,False,2,42955,0
877,28,1,1,0,3,3595,36,99.86111111111111,True,False,False,False,False,False,True,False,False,2,129420,0
145,30,1,1,1,1,3566,48,74.29166666666667,True,False,False,False,False,False,False,False,False,2,171168,0
698,24,1,1,0,3,1800,18,100.0,True,False,False,False,False,False,True,False,False,1,32400,3
441,30,0,1,0,0,1620,12,135.0,True,False,False,False,False,True,False,False,False,1,19440,0
776,37,1,1,0,3,3535,36,98.19444444444444,True,False,True,False,False,False,False,False,False,2,127260,0
762,24,1,1,0,0,2214,12,184.5,True,False,False,False,False,False,True,False,False,2,26568,3
937,30,1,1,0,1,2063,6,343.8333333333333,False,True,False,False,False,False,True,False,False,2,12378,0
241,51,1,1,0,3,1595,6,265.8333333333333,True,False,False,False,False,False,True,False,False,1,9570,1
702,47,0,1,1,2,1377,24,57.375,False,False,False,False,False,False,True,False,False,1,33048,1
910,34,0,1,0,3,4454,36,123.72222222222224,True,False,False,False,False,False,True,False,False,2,160344,0
743,22,1,1,2,0,2483,24,103.45833333333331,True,False,False,False,False,True,False,False,False,2,59592,3
913,28,1,1,3,3,2142,11,194.72727272727272,True,False,False,False,False,False,False,False,False,2,23562,0
684,31,1,1,1,1,9857,36,273.80555555555554,True,False,False,False,False,False,False,False,False,0,354852,0
829,38,1,1,4,1,6681,48,139.1875,False,False,False,False,False,False,False,False,False,0,320688,0
949,31,1,1,1,3,3621,24,150.875,True,False,False,False,False,False,True,False,False,2,86904,0
425,21,1,1,0,1,2779,18,154.38888888888889,False,True,True,False,False,False,False,False,False,2,50022,3
970,22,1,1,1,1,1514,15,100.93333333333334,True,False,False,False,False,False,False,True,False,1,22710,3
559,31,1,1,0,1,1928,18,107.11111111111111,True,False,False,False,False,True,False,False,False,1,34704,0
293,56,1,1,0,2,4796,42,114.1904761904762,False,False,True,False,False,False,False,False,False,2,201432,1
814,46,1,1,0,0,3931,48,81.89583333333333,False,False,True,False,False,False,False,False,False,2,188688,1
484,44,1,1,2,3,1163,12,96.91666666666669,True,False,True,False,False,False,False,False,False,1,13956,1
543,34,1,1,0,2,2864,18,159.11111111111111,True,False,False,False,False,True,False,False,False,2,51552,0
127,30,1,1,0,1,639,12,53.25,True,False,False,False,False,False,False,True,False,1,7668,0
254,24,1,1,4,1,2030,9,225.55555555555557,True,False,False,False,False,True,False,False,False,2,18270,3
860,27,1,1,3,3,5804,24,241.83333333333331,True,False,True,False,False,False,False,False,False,0,139296,0
666,34,1,1,3,1,3496,30,116.53333333333332,True,False,False,False,False,True,False,False,False,2,104880,0
735,29,0,0,4,1,3990,36,110.83333333333331,True,False,False,True,False,False,False,False,False,2,143640,0
412,42,1,1,0,3,2292,12,191.0,True,False,False,False,False,False,False,False,False,2,27504,1
979,25,1,1,1,1,1264,15,84.26666666666667,False,True,True,False,False,False,False,False,False,1,18960,0
833,42,0,1,4,1,5084,24,211.83333333333331,True,False,False,False,False,False,True,False,False,0,122016,1
255,27,1,1,4,1,7418,60,123.63333333333334,True,False,False,False,False,False,True,False,False,0,445080,0
777,25,0,1,0,0,3509,18,194.94444444444449,True,False,False,False,False,False,True,False,False,2,63162,0
740,32,1,1,1,0,2325,24,96.875,True,False,True,False,False,False,False,False,False,2,55800,0
348,34,1,1,1,3,1743,6,290.5,True,False,False,False,False,False,False,False,False,1,10458,0
709,37,1,1,0,1,2118,9,235.33333333333331,True,False,False,False,False,False,True,False,False,2,19062,0
451,29,0,1,0,3,518,6,86.33333333333333,True,False,False,False,False,False,True,False,False,1,3108,0
890,43,1,1,0,0,2442,27,90.44444444444444,True,False,False,False,False,False,False,False,False,2,65934,1
396,55,0,1,0,0,2578,12,214.83333333333331,False,False,False,False,False,True,False,False,False,2,30936,1
284,37,1,1,1,1,3878,24,161.58333333333334,True,False,True,False,False,False,False,False,False,2,93072,0
688,35,1,1,1,3,2753,9,305.8888888888889,True,False,False,False,False,False,True,False,False,2,24777,0
693,44,1,1,4,0,4716,6,786.0,True,False,True,False,False,False,False,False,False,2,28296,1
312,26,0,1,0,2,3749,24,156.20833333333334,True,False,False,False,False,True,False,False,False,2,89976,0
415,35,1,1,0,3,5842,36,162.27777777777777,True,False,True,False,False,False,False,False,False,0,210312,0
423,34,1,1,1,3,1591,21,75.76190476190476,True,False,False,False,False,True,False,False,False,1,33411,0
246,52,1,1,0,3,717,12,59.75,True,False,False,False,False,False,True,False,False,1,8604,1
950,40,1,0,0,1,3590,18,199.44444444444449,True,False,False,False,False,False,False,False,False,2,64620,1
809,26,0,0,0,1,1778,15,118.53333333333332,False,True,True,False,False,False,False,False,False,1,26670,0
517,23,0,1,0,3,7127,36,197.97222222222223,False,True,False,False,False,True,False,False,False,0,256572,3
384,26,1,1,1,3,4272,30,142.4,True,False,False,False,False,False,False,False,False,2,128160,0
554,67,0,1,0,1,1199,9,133.22222222222223,True,False,False,False,True,False,False,False,False,1,10791,2
700,29,0,1,2,3,1123,12,93.58333333333331,False,True,False,False,False,True,False,False,False,1,13476,0
985,25,0,1,0,0,1433,15,95.53333333333332,False,True,False,False,False,True,False,False,False,1,21495,0
922,22,0,1,0,0,1366,9,151.77777777777777,False,True,False,False,False,False,True,False,False,1,12294,3
897,35,0,1,3,3,1592,12,132.66666666666666,True,False,False,False,False,True,False,False,False,1,19104,0
678,64,1,1,0,0,2384,24,99.33333333333331,False,True,False,False,False,False,True,False,False,2,57216,2
844,47,1,1,0,3,3422,18,190.11111111111111,True,False,False,False,False,True,False,False,False,2,61596,1
706,24,1,1,1,1,6560,48,136.66666666666666,True,False,True,False,False,False,False,False,False,0,314880,3
837,23,0,1,0,3,601,4,150.25,False,True,False,False,False,True,False,False,False,1,2404,3
610,22,0,1,1,0,741,12,61.75,True,False,False,True,False,False,False,False,False,1,8892,3
954,29,0,1,0,0,1893,12,157.75,True,False,True,False,False,False,False,False,False,1,22716,0
634,25,0,1,0,1,1355,24,56.458333333333336,True,False,True,False,False,False,False,False,False,1,32520,0
98,36,1,1,0,1,2337,36,64.91666666666667,True,False,False,False,False,False,True,False,False,2,84132,0
264,32,1,1,0,3,1231,10,123.1,True,False,True,False,False,False,False,False,False,1,12310,0
766,31,1,1,0,0,3108,30,103.6,True,False,False,False,False,True,False,False,False,2,93240,0
177,52,1,1,2,0,338,6,56.333333333333336,True,False,False,False,False,False,True,False,False,1,2028,1
575,24,0,1,0,3,2788,15,185.86666666666667,True,False,False,False,False,True,False,False,False,2,41820,3
39,24,1,1,0,1,458,9,50.888888888888886,True,False,False,False,False,False,True,False,False,1,4122,3
593,20,0,1,0,1,2718,24,113.25,False,True,True,False,False,False,False,False,False,2,65232,3
188,20,1,1,1,0,674,12,56.16666666666666,True,False,False,False,False,False,True,False,False,1,8088,3
718,31,1,1,4,2,3148,24,131.16666666666666,True,False,False,False,False,False,True,False,False,2,75552,0
847,28,1,1,0,3,1249,24,52.04166666666666,True,False,True,False,False,False,False,False,False,1,29976,0
838,63,1,1,0,0,2957,24,123.20833333333331,True,False,True,False,False,False,False,False,False,2,70968,2
938,42,1,1,0,1,6288,60,104.8,False,False,False,False,True,False,False,False,False,0,377280,1
808,55,1,1,0,1,9283,42,221.02380952380952,False,False,True,False,False,False,False,False,False,0,389886,1
109,35,1,1,2,1,1410,14,100.71428571428572,True,False,False,False,False,False,False,False,False,1,19740,0
617,37,1,1,0,0,3676,6,612.6666666666666,False,True,True,False,False,False,False,False,False,2,22056,0
262,36,1,1,0,0,5302,18,294.55555555555554,False,False,True,False,False,False,False,False,False,0,95436,0
631,44,1,1,0,0,1553,18,86.27777777777777,True,False,False,False,False,True,False,False,False,1,27954,1
756,74,1,0,0,2,1299,6,216.5,True,False,True,False,False,False,False,False,False,1,7794,2
